resp,task01,task02,task03,task04,task05,task06,task07,task08,task09,task10
332,3.0,1.0,3.0,2.0,4.0,1.0,4.0,2.0,1.0,3.0
333,1.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0
334,4.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0
335,2.0,4.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,3.0
336,2.0,3.0,4.0,1.0,2.0,3.0,1.0,3.0,4.0,1.0
337,2.0,2.0,4.0,2.0,1.0,4.0,3.0,1.0,4.0,3.0
338,2.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0
339,1.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,4.0,2.0
340,1.0,3.0,1.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0
341,4.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0
342,4.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0
343,1.0,4.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0
344,4.0,2.0,2.0,4.0,1.0,1.0,3.0,4.0,3.0,2.0
345,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0
346,2.0,3.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0
347,3.0,4.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0
348,3.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,4.0
349,1.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0
350,1.0,4.0,3.0,1.0,3.0,2.0,2.0,4.0,4.0,2.0
351,2.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0
352,3.0,4.0,1.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0
353,2.0,4.0,3.0,4.0,1.0,2.0,4.0,3.0,1.0,2.0
354,3.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,4.0
355,3.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0
356,4.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0
357,1.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0
358,1.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0,4.0
359,2.0,4.0,1.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0
360,4.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
361,3.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
362,1.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0
363,1.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0
364,4.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0
365,4.0,4.0,2.0,3.0,3.0,4.0,4.0,1.0,3.0,1.0
366,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0
367,3.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,4.0,3.0
368,1.0,2.0,3.0,4.0,1.0,4.0,3.0,4.0,4.0,3.0
369,4.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0
370,3.0,1.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,1.0
371,1.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0
372,1.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,4.0
373,4.0,3.0,4.0,2.0,3.0,4.0,1.0,4.0,3.0,1.0
374,4.0,4.0,1.0,3.0,3.0,1.0,3.0,4.0,2.0,4.0
375,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0
376,3.0,2.0,1.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0
377,3.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,2.0,3.0
378,1.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0
379,4.0,2.0,4.0,2.0,3.0,4.0,1.0,4.0,3.0,1.0
380,4.0,1.0,4.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0
381,2.0,3.0,4.0,2.0,1.0,4.0,4.0,1.0,4.0,3.0
382,2.0,4.0,4.0,1.0,4.0,4.0,1.0,3.0,3.0,2.0
383,4.0,3.0,2.0,4.0,1.0,4.0,1.0,4.0,3.0,2.0
384,1.0,2.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0
385,1.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0
386,3.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0
387,1.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,1.0,4.0
388,4.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,4.0,3.0
389,2.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,1.0,2.0
390,1.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,4.0
391,3.0,2.0,3.0,4.0,4.0,1.0,4.0,4.0,1.0,2.0
392,3.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0
393,3.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0
394,2.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0
395,4.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0
396,1.0,1.0,4.0,2.0,3.0,2.0,1.0,4.0,3.0,1.0
397,2.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0
398,4.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,2.0,3.0
399,4.0,4.0,4.0,3.0,2.0,1.0,4.0,1.0,3.0,4.0
400,4.0,4.0,4.0,1.0,3.0,4.0,1.0,2.0,4.0,3.0
401,1.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0,3.0
402,1.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0
403,1.0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0
404,3.0,1.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0
405,1.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0
406,4.0,4.0,4.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0
407,3.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0
408,2.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0
409,1.0,1.0,3.0,4.0,3.0,4.0,1.0,1.0,2.0,3.0
410,4.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,3.0
411,1.0,1.0,4.0,4.0,1.0,2.0,4.0,2.0,3.0,2.0
412,3.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0
413,4.0,4.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0
414,4.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0
415,1.0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0
416,4.0,2.0,2.0,4.0,1.0,2.0,1.0,4.0,3.0,1.0
417,1.0,4.0,3.0,4.0,2.0,1.0,2.0,1.0,4.0,2.0
418,2.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0
419,2.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,4.0
420,1.0,4.0,3.0,4.0,3.0,4.0,1.0,3.0,1.0,2.0
421,4.0,1.0,4.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0
422,1.0,2.0,2.0,4.0,2.0,4.0,4.0,1.0,2.0,4.0
423,4.0,1.0,4.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0
424,4.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,1.0,3.0
425,1.0,4.0,3.0,3.0,4.0,1.0,3.0,2.0,1.0,4.0
426,4.0,3.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,4.0
427,3.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,4.0,2.0
428,4.0,1.0,4.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0
429,1.0,4.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,3.0
430,4.0,4.0,2.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0
431,1.0,3.0,4.0,1.0,2.0,4.0,3.0,4.0,1.0,2.0
432,2.0,1.0,2.0,4.0,3.0,1.0,4.0,4.0,1.0,3.0
433,1.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0
434,2.0,4.0,3.0,4.0,1.0,1.0,4.0,2.0,4.0,4.0
435,4.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,4.0,3.0
436,1.0,1.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0
437,4.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,4.0,4.0
438,1.0,3.0,4.0,4.0,3.0,1.0,3.0,1.0,4.0,4.0
439,1.0,1.0,4.0,3.0,3.0,1.0,3.0,1.0,4.0,1.0
440,1.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0
441,4.0,4.0,1.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0
442,1.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0
443,4.0,1.0,4.0,3.0,1.0,4.0,1.0,4.0,3.0,2.0
444,4.0,2.0,4.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0
445,1.0,3.0,1.0,4.0,4.0,4.0,2.0,4.0,1.0,3.0
446,3.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0,1.0,1.0
447,1.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0
448,1.0,1.0,3.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0
449,4.0,4.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0
450,2.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,4.0,4.0
451,1.0,1.0,1.0,4.0,3.0,3.0,2.0,4.0,1.0,4.0
452,1.0,2.0,4.0,1.0,4.0,1.0,3.0,3.0,1.0,4.0
453,4.0,3.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0
454,2.0,4.0,1.0,4.0,2.0,1.0,3.0,4.0,4.0,1.0
455,4.0,4.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,4.0
456,4.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0
457,4.0,3.0,4.0,2.0,4.0,1.0,2.0,1.0,4.0,1.0
458,4.0,4.0,1.0,3.0,4.0,2.0,1.0,2.0,4.0,1.0
459,1.0,4.0,4.0,4.0,2.0,3.0,2.0,1.0,4.0,1.0
460,4.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0
461,1.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0
462,4.0,4.0,4.0,3.0,4.0,1.0,4.0,3.0,1.0,1.0
463,4.0,2.0,3.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0
464,4.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0
465,1.0,1.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,1.0
466,4.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0
467,4.0,4.0,4.0,3.0,4.0,1.0,4.0,1.0,4.0,1.0
468,4.0,4.0,4.0,1.0,2.0,1.0,4.0,2.0,1.0,4.0
469,1.0,4.0,1.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0
470,4.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0
471,2.0,1.0,4.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0
472,4.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,4.0,1.0
473,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0
474,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,4.0
